street,state,city,post_code,safety_flag,post_code_extension,country
2101 N Wells St,TX,Pampa,79065,False,Not Available,US
305 James Allgood Drive,SC,Inman,29349,False,Not Available,US
6195 Bedford Dr,TX,Beaumont,77708,False,3641,US
4416 Marsh Ave,IL,Rockford,61114,False,6148,US
12042 Legion Pl,PA,Philadelphia,19154,False,2600,US
6433 ne 182nd st,WA,kenmore,98028,False,Not Available,US
6779 138th Ave NE,WA,Redmond,98052,False,9549,US
855 Hathaway Drive,CO,Colorado Springs,80915,False,Not Available,US
6377 Navion Dr,CA,Citrus Heights,95621,False,Not Available,US
212 South 69th Avenue,WA,Yakima,98908,False,Not Available,US
44 E 41st St,KY,Covington,41015,False,1711,US
204 Eyler Rd,MD,Thurmont,21788,False,1322,US
225 N. Lexington Pkwy,WI,DeForest,53532,False,Not Available,US
43 Heather Lane,CT,Terryville,6786,False,Not Available,US
7045 Toma Rd,MI,Dexter,48130,False,9583,US
3830 Ballahack Rd,VA,Chesapeake,23322,False,Not Available,US
504 Howard Ave,LA,Lafayette,70506,False,4305,US
5051 Marcella Ave,CA,Cypress,90630,False,4418,US
11828 Eldorado Dr,MI,Sterling Heights,48312,False,Not Available,US
423 Craigtown Rd NE,GA,Calhoun,30701,False,8905,US
232 Hayden Road,FL,Tallahassee,32304,False,Not Available,US
238 Hallmark Cir,SC,Easley,29640,False,9697,US
1930 Annunciation St,LA,New Orleans,70130,False,4953,US
8059 Littlefield Ct,OH,Sylvania,43560,False,4235,US
907 6th Ave S,MN,Stillwater,55082,False,5809,US
285 N Yorkshire Blvd,OH,Youngstown,44515,False,Not Available,US
745 Merrow Rd,CT,Coventry,06238,False,1372,US
1167 Thistleridge Drive,KY,Hebron,41048,False,Not Available,US
831 Caminito Cantebria,CA,Chula Vista,91911,False,Not Available,US
8430 Brooklet Denmark Rd,GA,Brooklet,30415,False,6410,US
1308 JOYCE RD,WI,MONONA,53716,False,Not Available,US
1221 Ellsworth Ave,NY,New York,10465,False,Not Available,US
16191 Klein Street,CA,Jamestown,95327,False,Not Available,US
752 E 38th Pl,IL,Chicago,60653,False,1961,US
9013 Tyne Trl,TX,Fort Worth,76118,False,7500,US
12336 county road 3630,OK,Ada,74820,False,Not Available,US
2413 Halcyon Downs Loop,AL,Montgomery,36117,False,Not Available,US
1031 Coolidge Blvd,LA,Lafayette,70503,False,2435,US
13526 Sherry Ave,OH,Cleveland,44135,False,2153,US
316 Red Raleigh Road,OK,McAlester,74501,False,Not Available,US
3 12th st,RI,Providence,2906,False,Not Available,US
8309 Parkside,IL,Morton Grove,60053,False,Not Available,US
16683 omega street,CA,Esparto,95627,False,Not Available,US
436A Woodbridge Drive,NY,Ridge,11961,False,Not Available,US
413 N. Chestnut St.,AL,Florence,35630,False,Not Available,US
1108 Ontario Ct,MD,Owings,20736,False,8717,US
212 Salisbury Ct,VA,Smithfield,23430,True,Not Available,US
200 Desert PassSt.,TX,El Paso,79912,False,Not Available,US
453 East Oolitic road,IN,Bedford,47421,False,Not Available,US
207 West Power Avenue,TX,Victoria,77901,False,Not Available,US
1539 W Townley Ave,AZ,Phoenix,85021,False,4301,US
1237 E Sierra Way,UT,Salt Lake City,84106,False,Not Available,US
1538 Progress Ave,MI,Lincoln Park,48146,False,3244,US
6100 Capitol Knl,GA,Fairburn,30213,False,Not Available,US
120 Crestmont Circle,MO,Wildwood,63040,False,Not Available,US
1244 Tennesee,CO,canon city,81212,False,Not Available,US
4747 Beuren St,MI,Shelby Twp,48316,False,4031,US
34 Oak Ct,PA,Nesquehoning,18240,False,Not Available,US
425 WILCOX ST,NC,CHARLOTTE,28203,False,Not Available,US
265 sunrise highway,NY,Rockville Centre,11570,False,Not Available,US
16 Boynton St,ME,Mars Hill,04758,False,3428,US
3901 Rolling Hills Drive,TX,PLANO,75025,False,Not Available,US
2116 Maple St,NY,North Baldwin,11510,False,2515,US
3000 South Grv,MD,Upper Marlboro,20774,False,2467,US
2021 Rosetta Drive,LA,Chalmette,70043,False,Not Available,US
26273 Long St,TX,Splendora,77372,False,5716,US
215 Central Lake Cir,GA,Griffin,30223,False,4674,US
855 3rd St,PA,Whitehall,18052,False,5923,US
1013 South Colgate Avenue,MO,Springfield,65802,False,Not Available,US
104 Erie Ave,WA,Seattle,98122,False,Not Available,US
2318 Mistletoe Lane,NJ,Millville,8332,False,Not Available,US
14616 Lakeshore Dr,MI,Sterling Heights,48313,False,2382,US
4 Danforth Road,NY,Mechanicville,12118,False,Not Available,US
1744 Collinspark Court,OH,Cincinnati,45230,False,Not Available,US
59 Bidwell Ave,NJ,Jersey City,07305,False,4207,US
12159 sandy creek dr.,AL,Foley,56535,False,Not Available,US
9696 W Telfair Dr,ID,Boise,83704,False,4156,US
15125 Ventura Boulevard,CA,Los Angeles,91403,False,Not Available,US
5004 Long Lake Cir,FL,Lakeland,33805,False,9577,US
419 Joseph St,NY,Ballston Spa,12020,False,Not Available,US
6816 South Snyder Lane,AZ,Tempe,85283,False,Not Available,US
10 Apple Hill Dr,PA,Lititz,17543,True,Not Available,US
653 S Gulph Raod,PA,king of prussia,19406,False,Not Available,US
105 County Road 287,MS,Iuka,38852,False,8277,US
2496 Royal Oaks Dr,CA,Alamo,94507,False,2239,US
15872 Stonewood Dr,CA,Redding,96001,False,9723,US
107 Blakeley Drive,TX,San Antonio,78209,False,Not Available,US
8334 FM 1004 West,TX,Buna,77612,False,Not Available,US
404 Pinecroft Dr,NC,Clayton,27520,False,Not Available,US
6854 Southeast Fragaria Road,WA,Olalla,98359,False,Not Available,US
9582 West Vista Drive,MO,Hillsboro,63050,False,Not Available,US
968 Avenue D Northwest,MT,Great Falls,59404,False,Not Available,US
1926 E 2050 N,UT,Layton,84040,False,6707,US
9 Regent Street,NJ,Jersey City,7302,False,Not Available,US
1545 Arndt Road,TX,New Braunfels,78130,False,Not Available,US
13206 Davenport Drive,MD,Brandywine,20613,False,Not Available,US
2255 Eldridge Pkwy,TX,Houston,77077,False,1698,US
5350 Pinehurst Park Dr. APT 3036,NC,Charlotte,28211,False,Not Available,US
148 Tanner Rd,NY,Poland,13431,False,Not Available,US
1674 Skyland Dr,NC,Wilkesboro,28697,False,7396,US
3481 US HWY 220 Alt N,NC,Seagrove,27341,False,Not Available,US
36 Hawthorn pl apt 3V,NJ,Montclair,7042,False,Not Available,US
7615 Ivywood Dr,IN,Indianapolis,46250,False,2174,US
1320 12th St,SC,Cayce,29033,False,Not Available,US
38 Pembroke Rd,VT,Wallingford,05773,False,9697,US
574 W Arndt St,WI,Fond Du Lac,54935,False,2119,US
312 w 5th st,CA,los angeles,90013,True,Not Available,US
1549 Wood Iris Way,GA,Lawrenceville,30045,False,9780,US
5791 Dave Dr,OH,Clinton,44216,False,9619,US
64 Fairview Ave,PA,Morrisville,19067,False,Not Available,US
2522 Arletta st,OH,Toledo,43613,False,Not Available,US
311 East Calle Nacrita,AZ,Green Valley,85614,True,Not Available,US
43 Konig Rd,NY,Ghent,12075,False,2400,US
100 E Saint Charles Street,TX,Weimar,78962,False,Not Available,US
807 Northwest Vesper Street,MO,Blue Springs,64015,False,Not Available,US
1825 SW Import Dr,FL,Port St Lucie,34953,False,2412,US
6001 Monticello Dr,GA,Villa Rica,30180,False,8690,US
1354 Lakewood Ave,OH,Lakewood,44107,False,2848,US
2029 Bethesda Rd,GA,Jesup,31545,False,Not Available,US
201 Buck Creek Road,TN,Sparta,38583,False,Not Available,US
2774 Covington Way,CO,Montrose,81401,False,Not Available,US
3308 Cotydon Ct,NC,Raleigh,27610,False,6686,US
1004 East 179th Street,OH,Cleveland,44119,False,Not Available,US
14 Eastdale Road,NY,White Plains,10605,False,Not Available,US
60 Mercedes Way,CA,San Francisco,94127,False,Not Available,US
1221 Long Cove Loop,FL,Davenport,33896,False,8139,US
2615 12th St,OR,Baker City,97814,False,1701,US
3102 E Montecito Ave,CA,Fresno,93702,False,3337,US
2470 Northwest 87th Lane,FL,Sunrise,33322,False,Not Available,US
50 Chestnut St Apt 910,NY,Rochester,14604,False,2322,US
941 1/2 E Carson St,CA,Long Beach,90807,False,2941,US
121 Morris St Apt2,NY,Yonkers,10705,False,1847,US
238 Madison St,NY,Mamaroneck,10543,False,1817,US
2428 Chriswood Rd,OH,Toledo,43617,False,1244,US
12 Harding Ave,CT,Bloomfield,06002,False,3805,US
3543 N Tower Rd,AZ,Prescott Valley,86314,False,2721,US
40 Sylvan Dr,NJ,Morris Plains,07950,False,1926,US
36 Richard Avenue,NJ,West Caldwell,7006,False,Not Available,US
35212 Moravian Dr,MI,Sterling Heights,48312,False,4444,US
W3745 County Road B,WI,West Salem,54669,False,9521,US
1221 Beacon Ave,CA,San Mateo,94401,False,3037,US
7417 2nd Avenue Northwest,FL,Bradenton,34209,False,Not Available,US
15700 Woodgate Ct,FL,Fort Lauderdale,33326,False,Not Available,US
7440 Miami Lakes Dr,FL,Miami Lakes,33014,False,7808,US
1332 Conde St,WI,Janesville,53546,False,5878,US
18536 Plantation Blvd.,LA,Prairieville,70769,False,Not Available,US
1 Chrysler Rd Apt 208,MA,Natick,01760,False,1652,US
2113 Oakton St,IL,Evanston,60202,False,2739,US
990 Cherry St,CA,Colton,92324,False,1140,US
400 North Park Avenue,CO,Breckenridge,80424,False,Not Available,US
765 Austin Ave,IL,Aurora,60505,False,2426,US
323 Rio Vista Ave,PA,Folsom,19033,False,Not Available,US
113 Wooster Street,CT,New Haven,6511,False,Not Available,US
322 Fernwood Farms Rd,NH,Canaan,03741,False,7255,US
27642 SW 134th Ct,FL,Homestead,33032,False,8254,US
851 Cambridge Dr,MO,Sikeston,63801,False,5701,US
4117 Grenshaw Ct,FL,Jacksonville,32257,False,8968,US
4918 Riding Ridge Court,MD,Laurel,20707,False,Not Available,US
14284 w g st,CA,kerman,93630,True,Not Available,US
2215 W Willow Knolls Dr Apt 514,IL,Peoria,61614,False,1422,US
1708 8th st.,CA,San Fernando,91340,False,Not Available,US
6142 Merlot Lane,CA,Paso Robles,93446,False,Not Available,US
10 Pack Ave,MA,Plymouth,2360,False,Not Available,US
1187 Coast Village Road,CA,Santa Barbara,93108,False,Not Available,US
1602 s collins st,FL,Plant city,33563,False,Not Available,US
51 Paddock Way,PA,Holland,18966,False,Not Available,US
1131 N Rossmoor Ct,CA,Visalia,93291,False,7877,US
8049 N Prospect St,IL,Niles,60714,False,2742,US
5521 medallion dr,SD,black hawk,57718,False,Not Available,US
801 E Ave A,ID,Jerome,83338,False,Not Available,US
5345 Via Corona St,CA,Los Angeles,90022,False,2110,US
25801 W Watkins St,AZ,Buckeye,85326,False,2994,US
102 Creek Park Dr,NC,Cary,27513,False,5646,US
740 N 56th St,NE,Lincoln,68504,False,3417,US
1856 Audubon Pond Way,TX,Allen,75013,False,Not Available,US
15615 71st Ave,NY,Flushing,11367,False,2208,US
1179 Fairview Lane,IL,Long Grove,60047,False,Not Available,US
2600 Cory Ter,MD,Wheaton,20902,False,2030,US
1028 Leith Ave,IL,Waukegan,60085,False,2522,US
7626 Lake Andrea Cir,FL,Mount Dora,32757,False,7315,US
44 Endicott St,MA,Lynn,01902,False,4006,US
12425 Wasatch Court,FL,New Port Richey,34654,False,Not Available,US
255 Stoneleigh sq.,CT,Fairfield,6825,False,Not Available,US
7999 Potranco Rd,TX,San Antonio,78251,False,2142,US
5046 WINDING HILLS LANE,GA,WOODSTOCK,30189,False,Not Available,US
317A State Highway 531,NM,Tierra Amarilla,87575,False,Not Available,US
9 Beaver Brook Dr,NJ,Long Valley,07853,False,3155,US
1616 Frederick st,TX,Fort Worth,76107,False,Not Available,US
8811 Canoga Ave #542,CA,Canoga Park,91304,False,Not Available,US
2802 Pargoud,LA,Monroe,71201,False,Not Available,US
13976 Anthony LN,OK,Madill,73446,False,Not Available,US
2319 Nicklaus Dr,CA,Oceanside,92056,False,Not Available,US
133 East 30th St,NY,NY - New York,10016,False,Not Available,US
14 Spring St,NY,Pawling,12564,False,1130,US
13391 West Cambridge Avenue,AZ,Goodyear,85395,False,Not Available,US
1828 W. 6th Ave.,WA,Kennewick,99336,False,Not Available,US
8901 Valleybrook Rd,AL,Birmingham,35206,False,Not Available,US
6751 Puritan Ln,TN,Corryton,37721,False,Not Available,US
1205 palm street,LA,Vidalia,71373,False,Not Available,US
1112 Hendricks Avenue,NC,Jacksonville,28540,False,Not Available,US
19679 Nirvana Rd,CA,Cottonwood,96022,False,Not Available,US
133 Patterson Rd,SC,Liberty,29657,False,9397,US
3 Orchard St,MA,Medway,02053,False,1437,US
2307 Park Street,SC,Columbia,29201,False,Not Available,US
15 Main St Ste 4,ME,Gray,04039,False,9454,US
5465 Olympic Cir,OR,Eugene,97402,False,8000,US
303 50th Avenue Plz E,FL,Bradenton,34203,False,4515,US
205 SEA OATS DRIVE B,FL,Juno Beach,33408,False,Not Available,US
8403 Glen Rd,MD,Parkville,21234,False,4820,US
10908 Battersea Ln,MD,Columbia,21044,False,2738,US
2720 North 65th st,NE,Omaha,68104,False,Not Available,US
6701 Upper Canyon Ct NW,NM,Albuquerque,87120,False,6257,US
523 Primrose Lane,CO,Superior,80027,False,Not Available,US
7939 Brewerwoods Ct SE None,MI,Byron Center,49315,False,7932,US
4104 Saint Andrews Cir,IN,Mishawaka,46545,False,8213,US
1246 E 103rd St,CA,Los Angeles,90002,True,3301,US
6425 Broadway,NY,Bronx,10471,False,2727,US
930 E 4th Walk,NY,New York,10009,False,7151,US
27 Sheridan Avenue,NJ,Paterson,7502,False,Not Available,US
101 wood forest dr,GA,ball ground,30107,False,Not Available,US
482 Marion Rd,WI,Oshkosh,54901,False,4720,US
13 Venice Dr,CT,Burlington,06013,False,2507,US
36 W Alameda Dr,AZ,Tempe,85282,False,Not Available,US
824 Lea Castle Pl,OH,Miamisburg,45342,False,Not Available,US
3203 Romine Rd,AR,Little Rock,72204,False,4244,US
1575 Ridenour Parkway,GA,Kennesaw,30152,False,Not Available,US
14966 Chestnut Lane,MN,Savage,55378,False,Not Available,US
60 tiller way,GA,Port wentworth,31407,False,Not Available,US
11678 Paradise Cove Lane,FL,Wellington,33449,False,Not Available,US
1178 clay ave,NY,bronx,10456,False,Not Available,US
32 Village ML,NY,Haverstraw,10927,False,1062,US
124 Hickory Rd,NJ,Somerset,08873,False,1655,US
606 North Carolina Music Factory Boulevard,NC,Charlotte,28206,False,Not Available,US
1408 Baltimore Dr,TX,Richardson,75081,False,5320,US
14542 Shenandoah Dr,MI,Riverview,48193,False,7727,US
10500 Cheshire,OK,Yukon,73099,False,Not Available,US
488 Country Club Rd,CT,Avon,06001,False,2406,US
89 Pine Ridge Dr,SC,Bluffton,29910,False,Not Available,US
3251 Wall Blvd,LA,Gretna,70056,False,8639,US
135 Humvee Ct,NC,Broadway,27505,False,8288,US
153 Haupt Rd,PA,Irvona,16656,False,7030,US
10 Michelle Dr,LA,Covington,70433,False,1045,US
47 Alexandria Way,NJ,Basking Ridge,07920,False,2757,US
500 Locust Island Rd,NJ,Hancocks Bridge,08038,False,9990,US
621 Sopchoppy Highway,FL,Sopchoppy,32358,False,Not Available,US
3953 Swords Creek Rd,VA,Swords Creek,24649,False,7773,US
4043 Fairview Ave,MO,Saint Louis,63116,False,Not Available,US
206 Harper Dr,MI,Sparta,49345,False,1039,US
10651 Steppington Drive,TX,Dallas,75230,False,Not Available,US
"625 Ashton Pointe Blvd. Beaufort, SC 29906",SC,Beaufort,29906,False,Not Available,US
470 Harmony Church Rd,NC,Clinton,28328,False,8947,US
3124 Rob Ren Ct,CO,Grand Junction,81504,False,Not Available,US
1091 Pennington Ct,OH,Cincinnati,45240,False,1763,US
1211 Beechwood Place,OH,Amelia,45102,False,Not Available,US
"295 East Long Street, #414",OH,Columbus,43215,False,Not Available,US
1422 Oakwood Dr,CA,Modesto,95350,False,4851,US
2137 W College Ave,WI,Oak Creek,53154,False,7614,US
403 E Hall Street,MO,Carterville,64835,False,Not Available,US
64 Kingsport Dr,IL,South Elgin,60177,False,2932,US
10347 Colville Ln,IN,Indianapolis,46236,False,Not Available,US
24810 Walnut St,CA,Lomita,90717,False,1214,US
10825 Ivoryton Way,CA,Mather,95655,False,Not Available,US
15 Huntoon St,MA,Dorchester Center,02124,False,5717,US
438 Bridge St,PA,Hunker,15639,False,1036,US
1069 Steele Hill Road,VT,Randolph,5060,False,Not Available,US
53-480 Kamehameha Hwy,HI,Hauula,96717,False,9717,US
14632 Via Bergamo,CA,San Diego,92127,False,Not Available,US
600 Vista Lake Dr,NC,Candler,28715,False,7184,US
700 E Rodeo Rd,AZ,Casa Grande,85122,False,Not Available,US
1645 West 635 North,IN,Howe,46746,False,Not Available,US
41 Hollywood Ave,RI,Warwick,02888,False,3312,US
1831 S 12th Ave,IL,Maywood,60153,False,3117,US
118 E La Salle Ave,IN,Mishawaka,46545,False,6229,US
2036 Welsh Pony Dr,SC,Mount Pleasant,29429,False,4976,US
1339 Jordans Pond Ln,NC,Charlotte,28214,False,7153,US
839 County Road 75,AL,Clanton,35045,False,Not Available,US
394 Red Elm Lane,KY,Bowling Green,42101,False,Not Available,US
3338 NW 49th St,FL,Miami,33142,False,3334,US
831 N Jay street,IN,griffith,46319,False,Not Available,US
1099 Missouri St,TX,Celina,75009,False,4018,US
147 Rim Rock Rd,TX,Aledo,76008,False,3983,US
508 Oshea Ct,FL,Auburndale,33823,False,9572,US
5423 Windsor Drive,VA,King George,22485,False,Not Available,US
110 West Amelia Avenue,FL,Tampa,33602,False,Not Available,US
2225 Etta Ln,TX,Burleson,76028,False,Not Available,US
6 Windmeadow Pl,TX,The Woodlands,77381,False,Not Available,US
900 parkwe st,PA,Levittown,19057,False,Not Available,US
12425 Durango Dr,CA,Victorville,92392,False,7451,US
4411 Suwanee Dam Rd. STE 410,GA,SUWANEE,30024,False,8705,US
1474 Guenevere St,OH,Streetsboro,44241,False,5024,US
6644 SE 16th Ave,OR,Portland,97202,False,5603,US
4381 S Sagebrush Ave,AZ,Yuma,85365,False,6300,US
1169 Estate Dr,TN,Memphis,38119,False,4912,US
8902 Serenity View Drive,MD,Ellicott City,21043,False,Not Available,US
1735 W 2nd St,LA,Pleasant Hill,71065,False,3541,US
214 N Thomas St,GA,Davisboro,31018,False,5950,US
310 N Fellows Ave,IA,Ottumwa,52501,False,3225,US
5103 Bayfair St,TX,Pasadena,77505,False,5464,US
774 Saint Anne Drive,FL,Dunedin,34698,False,Not Available,US
7300 Damsel Lane,TN,Fairview,37062,False,Not Available,US
3599 Meadowglenn Village Lane,GA,Atlanta,30340,False,Not Available,US
719 SR 100,FL,palatka,32177,False,Not Available,US
214 Hughes Ave,AL,Attalla,35954,False,2407,US
1612 Camden Way,OK,Nichols Hills,73116,True,5518,US
6951 Wilson Creek Rd,WA,Ellensburg,98926,False,7324,US
570 Kenneth Wilson Rd,KY,Bowling Green,42101,False,Not Available,US
2931 Brookridge Ln,NC,Charlotte,28211,False,2725,US
2926 Soscol Avenue,CA,Napa,94558,False,Not Available,US
2025 Sepulveda Blvd,CA,Torrance,90501,False,4612,US
413 Tanger St,PA,Marietta,17547,False,Not Available,US
2640 Holly Ave,CA,La Habra,90631,False,3521,US
2515 Walnut Hill Cir,TX,Arlington,76006,False,Not Available,US
412 Wildwood Ct,WI,Marshfield,54449,False,4866,US
1566 Westwood Dr NW,OH,Warren,44485,False,1836,US
41 Wilk Rd,NJ,Edison,8837,False,Not Available,US
123 Sweetgum Road North,MS,Brandon,39047,False,Not Available,US
642 W Addison St Apt 48,IL,Chicago,60613,False,Not Available,US
247 Main St,NH,Alton,03809,False,4644,US
433 Hillcrest Ave,KY,Louisville,40206,False,1508,US
509 Spencer Ter,MD,Essex,21221,False,3296,US
4200 South Othello Street,WA,Seattle,98118,False,Not Available,US
155 Moschel St,IL,East Peoria,61611,False,2722,US
2507 Crestmore Cir,CA,Stockton,95206,False,6092,US
3001 E Avenue K,TX,Grand Prairie,75050,False,2634,US
8545 Hayvenhurst Ave,CA,North Hills,91343,True,5605,US
3710 Hickory Hill Dr,CO,Colorado Springs,80906,False,Not Available,US
258 Calvino Ave,NV,Las Vegas,89183,False,5601,US
849 s 4th st,NE,Hebron,68370,False,Not Available,US
395 Highway 1235,LA,Dodson,71422,False,3815,US
12331 Ballentrae Forest Dr,FL,Riverview,33579,False,9341,US
3620 Nuala Lane,IL,Alsip,60803,False,Not Available,US
7393 Saybrook Blvd,AL,Mobile,36619,False,1269,US
3111 Crescent St Apt D3,NY,Astoria,11106,False,Not Available,US
816 W 31st St,WY,cheyenne,82001,False,Not Available,US
2854 Exeter St,MN,Duluth,55806,False,1404,US
7605 Mill Bench Ct,OH,Dublin,43016,False,9117,US
840 Jury Ct,CA,San Jose,95112,False,2815,US
13928 3rd Ave W,WA,Everett,98208,False,6900,US
160 Stone Park Boulevard,AL,Pike Road,36064,True,Not Available,US
25046 De Wolfe Rd,CA,Newhall,91321,False,3404,US
217 Eddy St Apt 203,CA,San Francisco,94102,False,2785,US
2213 E. Devonshire Ave.,AZ,Phoenix,85016,False,Not Available,US
"1161 lake ave, 326",LA,metairie,70005,False,Not Available,US
11415 Blue Crane St,FL,Riverview,33569,False,2743,US
822 Bridge St,NH,Pelham,3076,False,Not Available,US
205 Eddy St,IN,Michigan City,46360,False,7407,US
312 Santolina Lane,TX,Round Rock,78664,False,Not Available,US
12152 Eastman St,CA,Cerritos,90703,False,6927,US
306 Lyon St,MA,Ludlow,01056,False,1132,US
14942 sw 20 terrace,FL,miami,33185,False,Not Available,US
11734 broadway,CA,Whittier,90601,False,Not Available,US
727 W Twin River Way,UT,Salt Lake City,84123,False,2884,US
1102A Jackson St,TX,Borger,79007,False,4512,US
6592 Edward st,OH,Mentor,44060,False,Not Available,US
7711 S 45th Avenue Cir,NE,Omaha,68157,False,Not Available,US
95 Nylon Boulevard,DE,Seaford,19973,False,Not Available,US
14010 Promenade Dr,NC,Huntersville,28078,False,6684,US
1361 Hampshire Court,IL,Roselle,60172,False,Not Available,US
17001 Sw 139 Place,FL,Miami,33177,False,Not Available,US
11410 Brookshire ave,CA,Downey,90241,False,Not Available,US
1124 Carlee Ann Ln,WI,Pewaukee,53072,False,2670,US
