,inputs.city,inputs.country,inputs.post_code,inputs.post_code_extension,inputs.safety_flag,inputs.state,inputs.street,attomdata_attom_id.row_id,attomdata_attom_id.client_id,attomdata_attom_id.attom_id,attomdata_attom_id.is_hit,attomdata_attom_id.error
6632,Sumter,US,29154,Not Available,False,SC,1075 Twin Lakes Dr,6632,,189451899,True,
6633,Miami,US,33186,7330,False,FL,9738 SW 138th Ave,6633,,,False,
6634,Cherryvale,US,67335,2419,False,KS,921 E 6th St,6634,,214271404,True,
6635,Moab,US,84532,3725,False,UT,49 N McElhaney Ln,6635,,308279149,True,
6636,Ogden,US,84401,7022,False,UT,2120 Boston Ave Unit 3,6636,,,False,
6637,Atlanta,US,30342,4900,False,GA,5501 Glenridge Dr Apt 317,6637,,,False,
6638,Martinsville,US,8836,2335,False,NJ,43 Hillcrest Rd,6638,,42864910,True,
6639,Washington,US,15301,5020,False,PA,2122 Shawnee Dr,6639,,251354382,True,
6640,Higdon,US,35979,6337,False,AL,21 County Road 295,6640,,,False,
6641,Homer,US,13077,Not Available,False,NY,52 North Main Street,6641,,32560542,True,
6642,Greenville,US,29617,Not Available,False,SC,18 El Paso Dr,6642,,20011130,True,
6643,Itta Bena,US,38941,Not Available,False,MS,6306 county rd 143,6643,,,False,
6644,Stafford Township,US,8050,Not Available,False,NJ,165 Stowaway Road,6644,,17423772,True,
6645,Covington,US,30016,1799,False,GA,50 Sunset Ct,6645,,21693013,True,
6646,Upper Marlboro,US,20774,1480,True,MD,192 Joyceton Ter,6646,,,False,
6647,Olive Hill,US,41164,Not Available,False,KY,5192 St Hwy 955,6647,,302043560,True,
6648,Melcroft,US,15462,1001,False,PA,1343 Indian Creek Valley Rd,6648,,179363617,True,
6649,MIDDLEBURG,US,32068,Not Available,False,FL,4008 HALF MOON CIR,6649,,30957405,True,
6650,Fallbrook,US,92028,Not Available,False,CA,2234 Creekview Ln,6650,,156315549,True,
6651,Philadelphia,US,19146,4855,False,PA,1326 S Broad St Apt 2R,6651,,,False,
6652,Miami,US,33130,1514,False,FL,450 SW 3rd St,6652,,,False,
6653,Houma,US,70364,Not Available,False,LA,802 9th St,6653,,210844199,True,
6654,Tarentum,US,15084,8430,False,PA,2006 Marshall St,6654,,179060067,True,
6655,Atoka,US,38004,7747,False,TN,515 Farmer Trl,6655,,,False,
6656,Brooksville,US,34614,Not Available,False,FL,11136 Sage Thrasher Ave,6656,,19441759,True,
6657,Phoenix,US,85053,Not Available,False,AZ,3620 w acoma Dr,6657,,3595818,True,
6658,Manassas,US,20112,Not Available,True,VA,15585 Hume School Court,6658,,203254293,True,
6659,Quantico,US,22134,5171,False,VA,24192 Okinawa Rd,6659,,,False,
6660,Hillsboro,US,97123,Not Available,True,OR,1754 SE Tanager Cir,6660,,13484490,True,
6661,Marietta,US,30008,5064,False,GA,1780 Milford Church Rd SW,6661,,22415617,True,
6662,Winter Park,US,32792,9181,False,FL,4817 N Goldenrod Rd,6662,,,False,
6663,ANDOVER,US,55304,2586,False,MN,1285 153RD LN NW,6663,,144362348,True,
6664,Harrisburg,US,43126,Not Available,True,OH,1063 springlawn ave,6664,,183029553,True,
6665,Napa,US,94558,5802,False,CA,230 Collier Blvd,6665,,45837476,True,
6666,Los Angeles,US,90036,3139,False,CA,6125 Drexel Ave,6666,,,False,
6667,South Windsor,US,6074,6917,False,CT,6 Diggins Ct,6667,,10316299,True,
6668,Auburn,US,13021,9535,False,NY,6310 Blanchard Rd,6668,,170517474,True,
6669,LUDINGTON,US,49431,Not Available,False,MI,5343 W RIVERSIDE LN,6669,,,False,
6670,Paris,US,75460,Not Available,False,TX,508 S. Main,6670,,218146033,True,
6671,Miami,US,33184,3041,False,FL,14114 SW 9th St,6671,,141866252,True,
6672,Merced,US,95341,8020,False,CA,88 Lute Ct,6672,,9777207,True,
6673,Groton,US,6340,Not Available,False,CT,102 Jupiter Point Road,6673,,196975319,True,
6674,Grosse Pointe,US,48230,1266,False,MI,851 Fisher Rd,6674,,14644835,True,
6675,Leesburg,US,31763,4824,False,GA,316 Foxworth Dr,6675,,147453542,True,
6676,Wanaque,US,7465,1634,False,NJ,D1 Suburbian Vlg,6676,,,False,
6677,Wanamassa,US,7712,Not Available,True,NJ,1606 Bryan Avenue,6677,,187197265,True,
6678,Auburn,US,4210,4702,False,ME,76 Davis Ave,6678,,203202917,True,
6679,Bristol,US,24202,1454,False,VA,23288 Peyton Dr,6679,,327138496,True,
6680,Marysville,US,43040,9766,False,OH,16820 Hillview Rd,6680,,182685179,True,
6681,Spring Grove,US,60081,Not Available,False,IL,8817 Galleria Ct,6681,,26778825,True,
6682,Georgetown,US,78633,5023,False,TX,316 Wind Hollow Dr,6682,,29688838,True,
6683,RICHARDSON,US,75080,1154,False,TX,851 Greenside Dr.,6683,,154184004,True,
6684,Altus,US,73521,2201,False,OK,1325 Andy St,6684,,158520002,True,
6685,El Paso,US,79936,Not Available,False,TX,2157 LYMAN DUTTON CIR,6685,,165465781,True,
6686,River Forest,US,60305,Not Available,False,IL,"1020 N Harlem Ave, 3E",6686,,204259883,True,
6687,Morton,US,39117,4900,False,MS,3840 Scr 503n,6687,,310916700,True,
6688,West Yarmouth,US,2673,Not Available,False,MA,25A Lorena Road,6688,,201991285,True,
6689,Canton,US,48187,Not Available,True,MI,6874 Foxthorn Rd,6689,,,False,
6690,Valdosta,US,31605,Not Available,False,GA,3908 Cross Creek trl,6690,,,False,
6691,Bolingbrook,US,60440,3344,False,IL,314B Woodcreek Dr,6691,,,False,
6692,Pearisburg,US,24134,2792,False,VA,1159 Wilburn Valley Rd,6692,,322428212,True,
6693,North Richland Hills,US,76182,3290,False,TX,7221 Everglade Dr,6693,,252407685,True,
6694,Pine Hill,US,8021,Not Available,False,NJ,132 Country Club Rd,6694,,190788150,True,
6695,Rancho Cucamonga,US,91739,9400,False,CA,13130 Gabay Ct,6695,,26909837,True,
6696,Enoree,US,29335,2927,False,SC,1284 Parker Rd,6696,,28871550,True,
6697,WILLOWBROOK IL,US,60527,Not Available,False,IL,16W712 FERN STREET,6697,,174726954,True,
6698,Tidewater,US,97390,9708,False,OR,238 E Bain Dr,6698,,201924841,True,
6699,Sylmar,US,91342,Not Available,False,CA,14647 Polk Street,6699,,45967771,True,
6700,Suffolk,US,23435,2560,False,VA,3000 Carlisle Ct,6700,,250273640,True,
6701,Grand Rapids,US,49503,1210,False,MI,927 Carrier Creek Blvd NE,6701,,16073784,True,
6702,Saint Paul,US,55107,1849,False,MN,84 Wabasha St S Apt 221,6702,,,False,
6703,Sherwood,US,72120,3686,False,AR,7201 Park Meadows Dr,6703,,9083152,True,
6704,Murray,US,42071,Not Available,False,KY,9121 State Route 94 W,6704,,295587064,True,
6705,Madison,US,53703,Not Available,False,WI,822 E Washington Ave Apt 403,6705,,,False,
6706,Huntingtown,US,20639,Not Available,False,MD,1808 Wilson Road,6706,,140190462,True,
6707,Roanoke Rapids,US,27870,9234,False,NC,157 Bishop Rd,6707,,303223888,True,
6708,Casselberry,US,32707,6123,False,FL,117 Georgetown Dr,6708,,,False,
6709,Warwick,US,2886,Not Available,False,RI,58 Larson Dr,6709,,198453089,True,
6710,Powder Springs,US,30127,8217,False,GA,4376 Snow Mtn Ct,6710,,,False,
6711,Glen Cove,US,11542,3451,False,NY,17 Harmony Ln,6711,,151036346,True,
6712,Leadore,US,83464,Not Available,False,ID,974 lee creek road,6712,,292350166,True,
6713,Warwick,US,2888,Not Available,False,RI,330 Lansdowne rd,6713,,195072633,True,
6714,Baton Rouge,US,70814,Not Available,False,LA,13047 Florida Blvd,6714,,,False,
6715,st. Albans,US,11412,Not Available,False,NY,116-38 196 street,6715,,,False,
6716,Euless,US,76040,4980,False,TX,1307 Toplea Dr,6716,,166007870,True,
6717,Dublin,US,43017,Not Available,False,OH,6016 Brigids Close Drive,6717,,182021110,True,
6718,Hernando,US,38632,Not Available,False,MS,1648 Jolie Cv,6718,,,False,
6719,Bowling Green,US,42101,9087,False,KY,337 Brighton Ave,6719,,208530092,True,
6720,Augusta,US,30906,5140,False,GA,1953 Neptune Dr,6720,,420628,True,
6721,Chula Vista,US,91913,Not Available,False,CA,1535 De La Vina St,6721,,,False,
6722,Paducah,US,42001,2472,False,KY,1416 Rudy St,6722,,296151412,True,
6723,Dallas,US,75214,3128,False,TX,6703 Sunnyland Ln,6723,,47517891,True,
6724,Cape Coral,US,33991,Not Available,False,FL,1333 Santa Barbara blvd,6724,,,False,
6725,Grand Prairie,US,75052,2011,False,TX,1313 Sandra Ln,6725,,36328054,True,
6726,whittier,US,90604,Not Available,False,CA,15425 goodhue st,6726,,33971454,True,
6727,Morton,US,19070,Not Available,False,PA,629 stanbridge rd,6727,,,False,
6728,Hialeah,US,33016,Not Available,False,FL,2313 West 53rd Place,6728,,,False,
6729,ALISO VIEJO,US,92656,Not Available,False,CA,1 Ryley Court,6729,,,False,
6730,Houston,US,38851,Not Available,False,MS,135 okolona cut off rd,6730,,298365686,True,
6731,Frankfort,US,40601,Not Available,False,KY,284 Cherry Lane,6731,,295748337,True,
6732,Pinellas Park,US,33781,3712,False,FL,7395 70th Ave N,6732,,248520218,True,
6733,Buckeye,US,85396,Not Available,False,AZ,2761 North Springfield Street,6733,,251743361,True,
6734,Sandston,US,23150,3235,False,VA,605 Turka Dr,6734,,190640256,True,
6735,Wyandotte,US,48192,4308,False,MI,427 Walnut St,6735,,149184270,True,
6736,Lone Tree,US,52755,7797,False,IA,600 S Riggs St,6736,,294330832,True,
6737,Aurora,US,60502,Not Available,False,IL,2255 Hudson Circle,6737,,,False,
6738,Sleepy Hollow,US,10591,2661,False,NY,"23 Beekman Ave, Jg Deli",6738,,170731390,True,
6739,Toms River,US,8753,Not Available,False,NJ,899 Nantucket Court,6739,,4232709,True,
6740,Lubbock,US,79423,Not Available,False,TX,10818 Detroit Ave,6740,,,False,
6741,Imperial,US,63052,1014,False,MO,3308 Dale Dr,6741,,42373755,True,
6742,Brooklyn,US,11207,9336,False,NY,230 Schaefer St,6742,,1712401,True,
6743,Hebron,US,43025,9546,False,OH,2225 Beaver Run Rd SE,6743,,23096625,True,
6744,Herriman,US,84096,Not Available,False,UT,14279 So Bella Vea Dr,6744,,325487101,True,
6745,Quincy,US,62301,3655,True,IL,2620 Spring St,6745,,292578162,True,
6746,Stowe,US,5672,4518,False,VT,68 Upper Hollow Rd,6746,,191310349,True,
6747,Milford,US,1757,2459,False,MA,12 W Walnut St Apt 6,6747,,,False,
6748,Andover,US,7821,Not Available,False,NJ,1 woods trail,6748,,,False,
6749,Apopka,US,32712,2372,False,FL,1249 Osprey Way,6749,,49790929,True,
6750,Houston,US,77084,6123,False,TX,3602 Rowlock Vine Dr,6750,,21581505,True,
6751,San Jose,US,95121,2606,False,CA,1194 Clayburn Ln,6751,,13685296,True,
6752,Campbell,US,95008,Not Available,False,CA,84 Rio Serena Ave,6752,,3177740,True,
6753,New York,US,10016,Not Available,False,NY,224 East 28 Street,6753,,,False,
6754,New Bedford,US,2744,2445,False,MA,7 Roosevelt St,6754,,191058802,True,
6755,San Diego,US,92130,8606,False,CA,3702 Ruette San Raphael,6755,,22573838,True,
6756,Springfield,US,22153,3727,False,VA,8625 Spring Creek Ct,6756,,13244457,True,
6757,Loma Linda,US,92354,2017,False,CA,25653 Sun Ave,6757,,156420567,True,
6758,Fontana,US,92336,Not Available,True,CA,6619 Oleander ave,6758,,8404129,True,
6759,Sachse,US,75048,3939,False,TX,4321 Canvasback Ln,6759,,47323611,True,
6760,Des Moines,US,50310,Not Available,False,IA,2401 Adam's Ave,6760,,186298478,True,
6761,Colton,US,92324,1333,False,CA,1701 Terrace Ave,6761,,229872665,True,
6762,Brooklyn,US,11235,7956,False,NY,2840 Ocean Pkwy,6762,,,False,
6763,Brooklyn,US,11235,Not Available,False,NY,2840 Ocean Parkway,6763,,,False,
6764,Las Vegas,US,89117,5999,False,NV,9913 Pinnacle Pass Dr,6764,,37979027,True,
6765,Oklahoma city,US,73114,Not Available,False,OK,808 nw 121st terr,6765,,,False,
6766,Guilford,US,6437,Not Available,False,CT,263 Peddlers Rd,6766,,187645620,True,
6767,Thomson,US,30824,Not Available,False,GA,224 Morris Road,6767,,171502964,True,
6768,Atlanta,US,30327,1424,True,GA,1386 Peachtree Battle Ave NW,6768,,862114,True,
6769,Escondido,US,92026,Not Available,False,CA,28518 Faircrest Way,6769,,51278908,True,
6770,Greenwood,US,46143,9003,False,IN,4523 W Runyon Lake Dr,6770,,197430434,True,
6771,South Miami,US,33143,3693,False,FL,5858 SW 68th St,6771,,46399883,True,
6772,Elkton,US,42220,Not Available,False,KY,101 Gayle Ln,6772,,296612131,True,
6773,Fort Collins,US,80528,Not Available,False,CO,6433 Garrison Ct,6773,,39765288,True,
6774,Glencoe,US,35905,Not Available,False,AL,521 Clubview Drive,6774,,290616652,True,
6775,Redwood City,US,94061,Not Available,False,CA,1400 Kentfield Avenue,6775,,40559838,True,
6776,Glenview,US,60025,2518,False,IL,1015 Pfingsten Rd,6776,,174731910,True,
6777,Dayton,US,8810,Not Available,True,NJ,23 summerfield blvd,6777,,48449624,True,
6778,Snoqualmie,US,98065,Not Available,False,WA,10608 348’Th Ave SE,6778,,,False,
6779,WARRENSBURG,US,64093,Not Available,False,MO,819 South Maguire,6779,,,False,
6780,Miami,US,33132,Not Available,False,FL,245 ne 14 st,6780,,321094111,True,
6781,Salinas,US,93906,Not Available,False,CA,1513 Wheeler,6781,,,False,
6782,Lowell,US,49331,9600,False,MI,13444 Vergennes St,6782,,172271845,True,
6783,El Paso,US,79907,4208,False,TX,424 Indian Pl,6783,,36635403,True,
6784,Glendale,US,91205,1078,False,CA,200 E Broadway,6784,,20512479,True,
6785,Houston,US,77083,Not Available,False,TX,15903 Cerca Blanca Drive,6785,,50954542,True,
6786,San Antonio,US,78240,3352,False,TX,5926 Forest Rdg,6786,,,False,
6787,Silver Spring,US,20904,6952,False,MD,1500 November Cir,6787,,,False,
6788,Valencia,US,91354,2613,False,CA,23706 Cameron Ct,6788,,154458715,True,
6789,Fontana,US,92337,Not Available,False,CA,11484 Caraway Ct,6789,,30913765,True,
6790,New Castle,US,19720,Not Available,False,DE,115 East Franklin Avenue,6790,,39761592,True,
6791,Valley Stream,US,11580,1440,False,NY,759 Wyngate Dr E,6791,,13729044,True,
6792,Aurora,US,80247,Not Available,False,CO,9811 e jewell 8-102,6792,,,False,
6793,Clovis,US,93619,Not Available,False,CA,1659 N Piccadilly Ln,6793,,157992541,True,
6794,Saginaw,US,48604,1034,False,MI,4520 Cadillac Pl,6794,,2571105,True,
6795,Houston,US,77093,3821,False,TX,4248 Littlecrest Rd,6795,,146918527,True,
6796,Fort Lauderdale,US,33312,Not Available,False,FL,351 Southwest 30th Avenue,6796,,52543896,True,
6797,Chandler,US,85225,6737,False,AZ,497 W Shannon St,6797,,2381980,True,
6798,Los Angeles,US,90066,Not Available,False,CA,11822 Avon Way,6798,,20557996,True,
6799,Tampa,US,33619,Not Available,False,FL,7415 Celeste Lane,6799,,152029250,True,
6800,Elgin,US,60120,7140,False,IL,1020 Chaucer Ct,6800,,,False,
6801,Deltona,US,32738,8864,False,FL,2501 Sheffield Dr,6801,,23710084,True,
6802,El Paso,US,79934,3147,False,TX,11933 Jim Webb Dr,6802,,205729877,True,
6803,Jackson,US,49202,Not Available,False,MI,3000 North Pointe Drive,6803,,,False,
6804,Miami,US,33133,5747,False,FL,3669 Thomas Ave Apt 6,6804,,,False,
6805,Grovetown,US,30813,Not Available,False,GA,960 Erika Lane,6805,,248674341,True,
6806,San Gabriel,US,91776,3816,False,CA,1845 Strathmore Ave,6806,,,False,
6807,SEATTLE,US,98104,Not Available,False,WA,504 5th Ave S,6807,,185488681,True,
6808,Cartersville,US,30121,Not Available,False,GA,950 E. Main Street,6808,,171675692,True,
6809,Mooresboro,US,28114,8804,False,NC,1731 Beachwood Rd,6809,,,False,
6810,San Antonio,US,78258,Not Available,False,TX,21158 Eagle Ridge Court,6810,,,False,
6811,Columbus,US,43201,Not Available,False,OH,128 West 9th Ave,6811,,,False,
6812,Potosi,US,63664,Not Available,False,MO,303 College Ave,6812,,,False,
6813,Moreno Valley,US,92551,7604,False,VA,24062 Poppystone Dr,6813,,16247280,True,
6814,Fort Worth,US,76102,5798,False,TX,1313 I M Terrell Cir N,6814,,,False,
6815,Santa Ana,US,92706,1010,False,CA,2937 N Bristol St,6815,,,False,
6816,Kingsbury,US,78638,1605,False,TX,259 Karrass Rd,6816,,167004378,True,
6817,Bakersfield,US,93311,8804,False,CA,9011 Lincoln Center Ct,6817,,53710082,True,
6818,Point Pleasant Boro,US,8742,2818,False,NJ,607 Butler Ave,6818,,15110490,True,
6819,Orlando,US,32810,3940,False,FL,5751 Westview Dr,6819,,27546180,True,
6820,Brandon,US,33510,Not Available,False,FL,303 Larson Ave.,6820,,160843123,True,
6821,Margate,US,33063,Not Available,False,FL,6984 Columbia Court,6821,,159820110,True,
6822,Los Angeles,US,90024,2317,False,CA,11045 Strathmore Dr,6822,,154575438,True,
6823,meridian,US,83646,Not Available,False,ID,5416 n mink creek,6823,,29965304,True,
6824,Glendale,US,91205,Not Available,False,CA,200 East Broadway,6824,,20512479,True,
6825,oviedo,US,32766,Not Available,False,FL,2269 Backwater Ct,6825,,149313337,True,
6826,Albuquerque,US,87102,2991,False,NM,423 11th St SW,6826,,,False,
6827,Evart,US,49631,9526,False,MI,623 N Pine St,6827,,289933759,True,
6828,Rushville,US,46173,1535,False,IN,618 N Jackson St,6828,,209846270,True,
6829,Talisheek,US,70464,Not Available,False,LA,33217 Magee Mahner rd,6829,,,False,
6830,Harrisburg,US,17112,9009,False,PA,1345 Piketown Rd,6830,,179529915,True,
6831,SHIPPENSBURG,US,17257,9467,False,PA,126 airport rd,6831,,178374649,True,
6832,French Camp,US,95231,9611,False,CA,9695 S Wolfe Rd,6832,,,False,
6833,Moline,US,61265,Not Available,False,IL,3905 5th Avenue,6833,,146949662,True,
6834,Sahuarita,US,85629,Not Available,False,AZ,328 W Vuelta Friso,6834,,30074705,True,
6835,Grand Prairie,US,75052,Not Available,False,TX,2636 Carmen Dr,6835,,10476232,True,
6836,Odessa,US,79762,Not Available,False,TX,3756 Dover Dr.,6836,,25373070,True,
6837,Los Angeles,US,90057,2860,False,CA,447 S Grand View St,6837,,45986491,True,
6838,Kenly,US,27542,8391,False,NC,1139 Princeton Kenly Rd,6838,,38706365,True,
6839,Weatherford,US,76086,6140,False,TX,1902 Bay Laurel Dr,6839,,167832341,True,
6840,Kirkland,US,98034,Not Available,False,WA,13111 123rd Lane NE,6840,,,False,
6841,Ewa Beach,US,96706,3159,False,HI,4908 Mokupea Pl,6841,,,False,
6842,Woburn,US,1801,4438,False,MA,73 Green St,6842,,199668286,True,
6843,Hyannis,US,2601,2624,False,MA,3 General Patton Dr,6843,,7748533,True,
6844,Lincoln,US,2865,4549,False,RI,15 Preakness Dr,6844,,203580066,True,
6845,duncannon,US,17020,Not Available,False,PA,208 notch rd,6845,,179228845,True,
6846,Harrisburg,US,17112,Not Available,False,PA,503 clermont dr,6846,,147046579,True,
6847,Hummelstown,US,17036,Not Available,False,PA,137 Woods Edge Drive,6847,,251404881,True,
6848,North Stonington,US,6359,1107,False,CT,253 Grindstone Hill Rd,6848,,190708927,True,
6849,Brookline,US,2445,Not Available,False,MA,201 Rawson Rd,6849,,187561483,True,
6850,Albany,US,97321,Not Available,False,OR,5448 Siletz Lane,6850,,143278265,True,
6851,Melissa,US,75454,2139,False,TX,367 Basswood Ln,6851,,15427056,True,
6852,New Orleans,US,70115,Not Available,False,LA,3000 Saint Charles Ave,6852,,,False,
6853,Puyallup,US,98373,8840,False,WA,5522 121st Street Ct E,6853,,,False,
6854,Portland,US,97209,Not Available,False,OR,1323 NW 16th Ave,6854,,,False,
6855,Jacksonville,US,32216,Not Available,False,FL,2793 Sandusky ave east,6855,,21699494,True,
6856,Buffalo,US,14210,2321,False,NY,45 Princeton Pl,6856,,168931516,True,
6857,Chicago,US,60620,Not Available,False,IL,8147 S. Bishop,6857,,83961,True,
6858,Bloomfield,US,68718,4020,False,NE,53557 Highway 12,6858,,,False,
6859,Kincaid,US,62540,Not Available,False,IL,200 Hickory,6859,,292703099,True,
6860,Saginaw,US,48602,5261,False,MI,2511 Mershon St,6860,,31713670,True,
6861,Mesa,US,85212,Not Available,False,AZ,5049 South Lindenwood,6861,,158294934,True,
6862,Saint Peters,US,63376,1158,False,MO,92 Spanish Trl,6862,,,False,
6863,Marysville,US,98270,Not Available,False,WA,7406 83rd dr ne,6863,,,False,
6864,Hermitage,US,71647,Not Available,False,AR,389 Bradley Rd 48,6864,,,False,
6865,Brunswick,US,44212,Not Available,False,OH,4008 Buckingham Dr,6865,,44337942,True,
6866,Staten Island,US,10304,Not Available,False,NY,374 Skyline Dr,6866,,144945887,True,
6867,Chandler,US,85224,Not Available,False,AZ,1280 W Carla Vista Dr,6867,,43697603,True,
6868,Bangor,US,4401,5105,False,ME,1 Central St,6868,,,False,
6869,Chicago,US,60652,3312,False,IL,3255 W 83rd St,6869,,26698572,True,
6870,Omaha,US,68135,Not Available,False,NE,17510 Madison Street,6870,,42335659,True,
6871,Flower Mound,US,75022,Not Available,False,TX,3276 Paddock Circle,6871,,,False,
6872,Jamestown,US,2835,2652,False,RI,37 Hull St,6872,,202527070,True,
6873,Hockessin,US,19707,Not Available,False,DE,443 Stella Drive,6873,,191021908,True,
6874,Toledo,US,43615,Not Available,False,OH,5035 Kitchener Dr,6874,,24880118,True,
6875,Rex,US,30273,2169,False,GA,3348 Mosswood Ln,6875,,171109164,True,
6876,Appleton,US,54913,Not Available,False,WI,3305 North Casaloma Drive,6876,,,False,
6877,Parkville,US,21234,Not Available,False,MD,7825 Clarksworth Place,6877,,188201927,True,
6878,Saint Paul,US,55106,2005,False,MN,1220 Earl St,6878,,42555085,True,
6879,Linden,US,48451,8932,False,MI,16220 Hill Forest Dr,6879,,38327096,True,
6880,Deltona,US,32725,Not Available,False,FL,817 Sylvia Dr,6880,,11729864,True,
6881,Brooklyn,US,11201,Not Available,False,NY,40 Main Street,6881,,50486809,True,
6882,Mechanicsville,US,20659,Not Available,False,MD,28027 Pastor Ct,6882,,50040793,True,
6883,Florence,US,41042,Not Available,False,KY,4019 Hunters Green Dr,6883,,10393284,True,
